Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect
Switzerland,2023,6.968832969665527,11.169257164001465,0.903757095336914,73.30000305175781,0.8909716606140137,0.1035542041063308,0.2467438727617263,0.7453679442405701,0.1845816373825073
Syria,2015,3.4619128704071045,8.492067337036133,0.4639128744602203,56.29999923706055,0.4482708573341369,0.0358873680233955,0.685236930847168,0.3630185425281524,0.64258873462677
Taiwan Province of China,2023,6.655351638793945,,0.8715512752532959,,0.794507622718811,,0.640639066696167,0.747687041759491,0.1105352938175201
Tajikistan,2023,5.3794708251953125,8.371051788330078,0.8707415461540222,62.599998474121094,,-0.0543776787817478,0.4823853969573974,0.6379448175430298,0.2313464134931564
Tanzania,2023,4.042028427124023,7.892750263214111,0.6634853482246399,60.29999923706055,0.8617294430732727,0.1216437444090843,0.6088986992835999,0.7021938562393188,0.2100706547498703
Thailand,2023,6.282364368438721,9.807331085205078,0.8730815052986145,68.5999984741211,0.9258362650871276,0.3379948437213897,0.8892999291419983,0.8107097148895264,0.217497318983078
Togo,2023,4.364938735961914,7.725253582000732,0.5471550822257996,58.20000076293945,0.6650118231773376,-0.0711567923426628,0.6849435567855835,0.5463051199913025,0.3617132306098938
Trinidad and Tobago,2017,6.191859722137451,10.17404556274414,0.9160290360450744,65.69999694824219,0.8591404557228088,0.009630374610424,0.911336362361908,0.7630259990692139,0.2480988055467605
Tunisia,2023,4.505141258239746,9.28178882598877,0.7015454769134521,67.0999984741211,0.4822421371936798,-0.2263951897621154,0.8824015855789185,0.4611584544181824,0.3641684949398041
Turkmenistan,2019,5.474299907684326,9.615312576293944,0.9815017580986024,62.099998474121094,0.8915268778800964,0.2817543745040893,,0.4938910901546478,0.1833432465791702
Türkiye,2023,5.462700366973877,10.429203033447266,0.8595265746116638,69.0999984741211,0.5227965116500854,-0.1590182781219482,0.7475614547729492,0.3443466424942016,0.3485127091407776
Uganda,2023,4.466518878936768,7.758769512176514,0.8274398446083069,60.099998474121094,0.8476566076278687,0.0670902952551841,0.911813735961914,0.7260516881942749,0.3763728439807892
Ukraine,2023,4.672444820404053,9.422674179077148,0.8391851782798767,64.80000305175781,0.7722635269165039,0.3697696328163147,0.9223912954330444,0.4903583526611328,0.3849881291389465
United Arab Emirates,2023,6.728384017944336,11.235544204711914,0.7758082151412964,66.5999984741211,0.8859221339225769,0.1552173048257827,,0.6546959280967712,0.304354578256607
United Kingdom,2023,6.658042907714844,10.758543014526367,0.8858657479286194,70.5,0.8744441270828247,0.2697200775146484,0.4900300204753876,0.7190335988998413,0.2723240852355957
United States,2023,6.520872116088867,11.089292526245115,0.8605025410652161,65.5999984741211,0.721452534198761,0.1848872303962707,0.72170090675354,0.7063676118850708,0.2839933931827545
Uruguay,2023,6.661721706390381,10.12226390838623,0.9083744883537292,67.5,0.9041637778282166,-0.0502562001347541,0.6616575717926025,0.7534481287002563,0.2648172080516815
Uzbekistan,2023,6.3853607177734375,9.025871276855469,0.9088593125343324,65.9000015258789,0.9267838597297668,0.2471370697021484,0.6495397686958313,0.7517470121383667,0.2022069990634918
Venezuela,2023,5.7653632164001465,,0.8846679329872131,63.70000076293945,0.756530225276947,,0.8253929018974304,0.7576852440834045,0.3000379502773285
Vietnam,2023,6.325115203857422,9.392351150512695,0.8449050188064575,65.69999694824219,0.955560028553009,-0.1591136455535888,0.6552745699882507,0.7100675702095032,0.1195101514458656
Yemen,2023,3.531573534011841,,0.8249582052230835,56.599998474121094,0.5827242732048035,,0.7714635133743286,0.4465342164039612,0.3407935500144958
